"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"4529","PIBSX","FRANOC",9,"Host","Frankliniella occidentalis"
"4530","PIBSX","GRSV00",9,"Host","Groundnut ringspot virus"
"4531","PIBSX","HELIAR",9,"Host","Helicoverpa armigera"
"4532","PIBSX","HELIZE",9,"Host","Helicoverpa zea"
"4533","PIBSX","HETRAR",9,"Host","Heteronychus arator"
"4534","PIBSX","LMV000",9,"Host","Lettuce mosaic virus"
"4535","PIBSX","LEUIOR",9,"Host","Leucinodes orbonalis"
"4536","PIBSX","LIRIBO",9,"Host","Liriomyza bryoniae"
"4537","PIBSX","LIRIHU",9,"Host","Liriomyza huidobrensis"
"4538","PIBSX","LIRISA",9,"Host","Liriomyza sativae"
"4539","PIBSX","LIRITR",9,"Host","Liriomyza trifolii"
"4540","PIBSX","HYROBO",9,"Host","Listronotus bonariensis"
"4541","PIBSX","SBDV00",9,"Host","Luteovirus glycinis"
"4542","PIBSX","MEGTUS",9,"Host","Megalurothrips usitatus"
"4543","PIBSX","MELGCH",9,"Host","Meloidogyne chitwoodi"
"4544","PIBSX","MELGGC",9,"Host","Meloidogyne graminicola"
"4545","PIBSX","MELGLC",9,"Host","Meloidogyne luci"
"4546","PIBSX","MELGNA",9,"Host","Meloidogyne naasi"
"4547","PIBSX","NACOBA",9,"Host","Nacobbus aberrans sensu lato"
"4548","PIBSX","GRAGLE",9,"Host","Naupactus leucoloma"
"4549","PIBSX","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"4550","PIBSX","PRDILO",9,"Host","Prodiplosis longifila"
"4551","PIBSX","PRODER",9,"Host","Spodoptera eridania"
"4552","PIBSX","LAPHFR",9,"Host","Spodoptera frugiperda"
"4553","PIBSX","SPODLI",9,"Host","Spodoptera littoralis"
"4554","PIBSX","PRODLI",9,"Host","Spodoptera litura"
"4555","PIBSX","PRODOR",9,"Host","Spodoptera ornithogalli"
"4556","PIBSX","PRODPR",9,"Host","Spodoptera praefica"
"4557","PIBSX","THRIPL",9,"Host","Thrips palmi"
"4558","PIBSX","THRISE",9,"Host","Thrips setosus"
"4559","PIBSX","TOMMV0",9,"Host","Tomato mottle mosaic virus"
"4560","PIBSX","TSWV00",9,"Host","Tomato spotted wilt virus"
"4561","PIBSX","TRIHVI",9,"Host","Trichodorus viruliferus"
"4562","PIBSX","TROGGA",9,"Host","Trogoderma granarium"
"4563","PIBSX","TYLRCL",9,"Host","Tylenchorhynchus claytoni"
"4564","PIBSX","MELGET",1,"Major host","Meloidogyne ethiopica"
"4565","PIBSX","PSDMPI",1,"Major host","Pseudomonas syringae pv. pisi"
"4566","CVBSH","PHECPI",9,"Host","Chionaspis pinifoliae (as Cupressus)"
"4567","CVBSH","LEPLOC",9,"Host","Leptoglossus occidentalis (as Cupressus)"
"4568","CVBSH","HEMELE",9,"Host","Orgyia leucostigma (as Cupressus)"
"4569","CVBSH","PHYTCN",9,"Host","Phytophthora cinnamomi (as Cupressaceae)"
"4570","CVBSH","SEIRCA",9,"Host","Seiridium cardinale (as Cupressus)"
"4571","CVBSH","TETRME",9,"Host","Tetranychus mexicanus (as Cupressus)"
"4572","CVBSH","SPNACU",1,"Major host","Siphonatrophia cupressi (as Cupressus)"
"4573","PIUDR","MELMME",3,"Alternate","Melampsora medusae (as Pinus)"
"4574","PIUDR","MELMMD",3,"Alternate","Melampsora medusae f. sp. deltoidis (as Pinus)"
"4575","PIUDR","AREAM",9,"Host","Arceuthobium americanum (as Pinus)"
"4576","PIUDR","ARECP",9,"Host","Arceuthobium campylopodum (as Pinus)"
"4577","PIUDR","ARELA",9,"Host","Arceuthobium laricis (as Pinus)"
"4578","PIUDR","AREOC",9,"Host","Arceuthobium occidentale (as Pinus)"
"4579","PIUDR","AREPU",9,"Host","Arceuthobium pusillum (as Pinus)"
"4580","PIUDR","AREVA",9,"Host","Arceuthobium vaginatum (as Pinus)"
"4581","PIUDR","BURSXY",9,"Host","Bursaphelenchus xylophilus (as Pinus)"
"4582","PIUDR","PHECPI",9,"Host","Chionaspis pinifoliae"
"4583","PIUDR","PHECPI",9,"Host","Chionaspis pinifoliae (as Pinus)"
"4584","PIUDR","CHONFU",9,"Host","Choristoneura fumiferana (as Pinus)"
"4585","PIUDR","CRONCL",9,"Host","Cronartium coleosporioides (as Pinus)"
"4586","PIUDR","CRONCO",9,"Host","Cronartium comandrae (as Pinus)"
"4587","PIUDR","CRONCP",9,"Host","Cronartium comptoniae (as Pinus)"
"4588","PIUDR","CRONFL",9,"Host","Cronartium flaccidum (as Pinus)"
"4589","PIUDR","CRONFU",9,"Host","Cronartium fusiforme (as Pinus)"
"4590","PIUDR","ENDCHA",9,"Host","Cronartium harknessii (as Pinus)"
"4591","PIUDR","CRONHI",9,"Host","Cronartium himalayense (as Pinus)"
"4592","PIUDR","CRONKA",9,"Host","Cronartium kamtschaticum (as Pinus)"
"4593","PIUDR","CRONQU",9,"Host","Cronartium quercuum (as Pinus)"
"4594","PIUDR","DENCAD",9,"Host","Dendroctonus adjunctus (as Pinus)"
"4595","PIUDR","DENCBR",9,"Host","Dendroctonus brevicomis (as Pinus)"
"4596","PIUDR","DENCFR",9,"Host","Dendroctonus frontalis (as Pinus)"
"4597","PIUDR","DENCPO",9,"Host","Dendroctonus ponderosae (as Pinus)"
"4598","PIUDR","DENDSC",9,"Host","Dendrolimus spectabilis (as Pinus)"
"4599","PIUDR","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Pinus)"
"4600","PIUDR","ELASLI",9,"Host","Elasmopalpus lignosellus (as Pinus)"
"4601","PIUDR","TORTPO",9,"Host","Epiphyas postvittana (as Pinus)"
"4602","PIUDR","GIBBCI",9,"Host","Fusarium circinatum"
"4603","PIUDR","GNAHSU",9,"Host","Gnathotrichus sulcatus (as Pinaceae)"
"4604","PIUDR","LEPGWA",9,"Host","Grosmannia wageneri (as Pinus)"
"4605","PIUDR","HETEIR",9,"Host","Heterobasidion irregulare (as Pinus)"
"4606","PIUDR","HYLGLI",9,"Host","Hylurgus ligniperda (as Pinus)"
"4607","PIUDR","IPSXCA",9,"Host","Ips calligraphus (as Pinus)"
"4608","PIUDR","IPSXCO",9,"Host","Ips confusus (as Pinus)"
"4609","PIUDR","IPSXHA",9,"Host","Ips hauseri (as Pinus)"
"4610","PIUDR","IPSXLE",9,"Host","Ips lecontei (as Pinus)"
"4611","PIUDR","IPSXPI",9,"Host","Ips pini (as Pinus)"
"4612","PIUDR","IPSXPL",9,"Host","Ips plastographus (as Pinus)"
"4613","PIUDR","LEPLOC",9,"Host","Leptoglossus occidentalis (as Pinus)"
"4614","PIUDR","PLTPMU",9,"Host","Megaplatypus mutatus (as Pinus)"
"4615","PIUDR","MONCMC",9,"Host","Monochamus maculosus (as Pinus)"
"4616","PIUDR","MONCNI",9,"Host","Monochamus nitens (as Pinus)"
"4617","PIUDR","MONCOB",9,"Host","Monochamus obtusus (as Pinus)"
"4618","PIUDR","MONCSL",9,"Host","Monochamus saltuarius (as Pinus)"
"4619","PIUDR","MONCST",9,"Host","Monochamus scutellatus (as Pinus)"
"4620","PIUDR","MONCSU",9,"Host","Monochamus sutor (as Pinus)"
"4621","PIUDR","MONCTI",9,"Host","Monochamus titillator (as Pinus)"
"4622","PIUDR","MONCUR",9,"Host","Monochamus urussovii (as Pinus)"
"4623","PIUDR","HEMELE",9,"Host","Orgyia leucostigma (as Pinus)"
"4624","PIUDR","PHYTCN",9,"Host","Phytophthora cinnamomi (as Pinaceae)"
"4625","PIUDR","PISONO",9,"Host","Pissodes castaneus (as Pinus)"
"4626","PIUDR","CERSPD",9,"Host","Pseudocercospora pini-densiflorae (as Pinus)"
"4627","PIUDR","EVETBU",9,"Host","Rhyacionia buoliana (as Pinus)"
"4628","PIUDR","HELYBU",9,"Host","Rotylenchus buxophilus (as Pinus)"
"4629","PIUDR","SIRXNO",9,"Host","Sirex noctilio (as Pinus)"
"4630","PIUDR","TETOGR",9,"Host","Tetropium gracilicorne (as Pinus)"
"4631","PIUDR","THAUPR",9,"Host","Thaumetopoea processionea (as Pinus)"
"4632","PIUDR","HESOCA",9,"Host","Trichoferus campestris (as Pinus)"
"4633","PIUDR","TYLRCL",9,"Host","Tylenchorhynchus claytoni (as Pinus)"
"4634","PIUDR","BURSMU",1,"Major host","Bursaphelenchus mucronatus (as Pinus)"
"4635","PIUDR","MONCGA",1,"Major host","Monochamus galloprovincialis (as Pinus)"
"4636","RATPU",NA,9,"Host",NA
"4637","CSCCU","ANOLCN",9,"Host","Anoplophora chinensis (as Crataegus)"
"4638","CSCCU","ANTHPO",9,"Host","Anthonomus pomorum (as Crataegus)"
"4639","CSCCU","APMV00",9,"Host","Apple mosaic virus (as Crataegus)"
"4640","CSCCU","APRIJA",9,"Host","Apriona rugicollis (as Crataegus)"
"4641","CSCCU","CARSSA",9,"Host","Carposina sasakii"
"4642","CSCCU","CARSSA",9,"Host","Carposina sasakii (as Crataegus)"
"4643","CSCCU","TORTPO",9,"Host","Epiphyas postvittana (as Crataegus)"
"4644","CSCCU","ERWIAM",9,"Host","Erwinia amylovora (as Crataegus)"
"4645","CSCCU","EUPRCH",9,"Host","Euproctis chrysorrhoea (as Crataegus)"
"4646","CSCCU","CYDIIN",9,"Host","Grapholita inopinata"
"4647","CSCCU","CYDIIN",9,"Host","Grapholita inopinata (as Crataegus)"
"4648","CSCCU","LASPMO",9,"Host","Grapholita molesta (as Crataegus)"
"4649","CSCCU","GYMNAS",9,"Host","Gymnosporangium asiaticum"
"4650","CSCCU","MALAAM",9,"Host","Malacosoma americanum (as Crataegus)"
"4651","CSCCU","MONIFC",9,"Host","Monilinia fructicola (as Crataegus)"
"4652","CSCCU","HEMELE",9,"Host","Orgyia leucostigma (as Crataegus)"
"4653","CSCCU","PHYSSL",9,"Host","Phyllosticta solitaria (as Crataegus)"
"4654","CSCCU","REPTPA",9,"Host","Reptalus panzeri (as Crataegus)"
"4655","CSCCU","SAPECN",9,"Host","Saperda candida (as Crataegus)"
"4656","CSCCU","PRODPR",9,"Host","Spodoptera praefica (as Crataegus)"
"4657","CSCCU","THAUPR",9,"Host","Thaumetopoea processionea (as Crataegus)"
"4658","CSCCU","XYLONM",9,"Host","Xylotrechus namanganensis (as Crataegus)"
"4659","CSCCU","GYMNGL",1,"Major host","Gymnosporangium globosum (as Crataegus)"
"4660","CSCCU","LASPPA",6,"Wild/Weed","Grapholita packardi (as Crataegus)"
"4661","CSCCU","LASPPR",6,"Wild/Weed","Grapholita prunivora (as Crataegus)"
"4662","CSCCU","RHAGPO",6,"Wild/Weed","Rhagoletis pomonella (as Crataegus)"
"4663","ASCPM",NA,9,"Host",NA
"4664","GALTI","CEPOHY",9,"Host","Cephonodes hylas (as Rubiaceae)"
"4665","PHNFR","TETLAU",9,"Host","Aleuroclava aucubae"
"4666","PHNFR","CERPCE",9,"Host","Ceroplastes ceriferus"
"4667","PHNFR","CERPJA",9,"Host","Ceroplastes japonicus"
"4668","PHNFR","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"4669","PHNFR","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"4670","PHNFR","LASPPR",9,"Host","Grapholita prunivora (as Photinia)"
"4671","PHNFR","GYMNCL",9,"Host","Gymnosporangium clavipes (as Photinia)"
"4672","PHNFR","INSV00",9,"Host","Impatiens necrotic spot virus"
"4673","PHNFR","HEMELE",9,"Host","Orgyia leucostigma (as Photinia)"
"4674","PHNFR","PHYTRA",9,"Host","Phytophthora ramorum"
"4675","KONRA",NA,9,"Host",NA
"4676","KONRP",NA,9,"Host",NA
"4677","HOKPM",NA,9,"Host",NA
"4678","MHIUR",NA,9,"Host",NA
"4679","BOHNN",NA,9,"Host",NA
"4680","DLAGR",NA,9,"Host",NA
"4681","PHYTPF",NA,9,"Host",NA
"4682","EUOEU","ANIDMA",9,"Host","Anisandrus maiche (as Euonymus)"
"4683","EUOEU","STERPU",9,"Host","Chondrostereum purpureum"
"4684","EUOEU","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Euonymus)"
"4685","EUOEU","HELYBU",9,"Host","Rotylenchus buxophilus (as Euonymus)"
"4686","EUOEU","HESOCA",9,"Host","Trichoferus campestris (as Euonymus)"
"4687","DELSE","MELGCH",9,"Host","Meloidogyne chitwoodi (as Delphinium)"
"4688","NMRAS",NA,9,"Host",NA
"4689","HCHAM",NA,9,"Host",NA
"4690","GETAN",NA,9,"Host",NA
"4691","PNVSE",NA,9,"Host",NA
"4692","CIZCA",NA,9,"Host",NA
"4693","POLBA","POMACA",9,"Host","Pomacea canaliculata"
"4694","IUGSI","ANOLCN",9,"Host","Anoplophora chinensis (as Juglans)"
"4695","IUGSI","APRIGE",9,"Host","Apriona germari (as Juglans)"
"4696","IUGSI","EUWAKU",9,"Host","Euwallacea kuroshio (as Juglans)"
"4697","IUGSI","GEOHMO",9,"Host","Geosmithia morbida (as Juglans)"
"4698","IUGSI","LASPFU",9,"Host","Grapholita funebrana (as Juglans)"
"4699","IUGSI","LYCMDE",9,"Host","Lycorma delicatula"
"4700","IUGSI","PITOJU",9,"Host","Pityophthorus juglandis (as Juglans)"
"4701","IUGSI","RHAGCO",9,"Host","Rhagoletis completa (as Juglans)"
"4702","IUGSI","RHAGSU",9,"Host","Rhagoletis suavis (as Juglans)"
"4703","IUGSI","PRODPR",9,"Host","Spodoptera praefica (as Juglans)"
"4704","IUGSI","THAUPR",9,"Host","Thaumetopoea processionea (as Juglans)"
"4705","IUGSI","HESOCA",9,"Host","Trichoferus campestris (as Juglans)"
"4706","IUGSI","XANTJU",9,"Host","Xanthomonas arboricola pv. juglandis"
"4707","HOXKR",NA,9,"Host",NA
"4708","CATSY",NA,9,"Host",NA
"4709","XTHGR",NA,9,"Host",NA
"4710","BQOCR",NA,9,"Host",NA
"4711","OPUMR","ERWICH",9,"Host","Erwinia chrysanthemi (as Opuntia)"
"4712","OPUMR","PHENHI",9,"Host","Maconellicoccus hirsutus (as Opuntia)"
"4713","OPUMR","MARGVI",9,"Host","Margarodes vitis (as Cactaceae)"
"4714","OPUMR","OPOGSC",9,"Host","Opogona sacchari (as Cactaceae)"
"4715","OPUMR","PRODOR",9,"Host","Spodoptera ornithogalli (as Cactaceae)"
"4716","OPUMR","SLCV00",9,"Host","Squash leaf curl virus (as Opuntia)"
"4717","OLVEU","AGRLPL",10,"Experimental","Agrilus planipennis"
"4718","OLVEU","ANSTFR",9,"Host","Anastrepha fraterculus"
"4719","OLVEU","ANOLCN",9,"Host","Anoplophora chinensis"
"4720","OLVEU","ANOLCN",9,"Host","Anoplophora chinensis (as Olea)"
"4721","OLVEU","AONDCI",9,"Host","Aonidiella citrina"
"4722","OLVEU","DACUTR",9,"Host","Bactrocera tryoni"
"4723","OLVEU","TORTPR",9,"Host","Cacoecimorpha pronubana"
"4724","OLVEU","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"4725","OLVEU","CERTCA",9,"Host","Ceratitis capitata"
"4726","OLVEU","COLLAC",9,"Host","Colletotrichum acutatum"
"4727","OLVEU","QUADPE",9,"Host","Comstockaspis perniciosa"
"4728","OLVEU","EOTELE",9,"Host","Eotetranychus lewisi"
"4729","OLVEU","EUTEOR",9,"Host","Eutetranychus orientalis"
"4730","OLVEU","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"4731","OLVEU","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"4732","OLVEU","HOMLTR",9,"Host","Homalodisca vitripennis"
"4733","OLVEU","NAUPXA",9,"Host","Naupactus xanthographus"
"4734","OLVEU","FUSAEW",9,"Host","Neocosmospora euwallaceae"
"4735","OLVEU","ARMV00",9,"Host","Nepovirus arabis"
"4736","OLVEU","CLRV00",9,"Host","Nepovirus avii"
"4737","OLVEU","OMOPLE",9,"Host","Omophlus lepturoides"
"4738","OLVEU","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"4739","OLVEU","PRAYOL",9,"Host","Prays oleae"
"4740","OLVEU","RALSPS",9,"Host","Ralstonia pseudosolanacearum"
"4741","OLVEU","RALSSO",9,"Host","Ralstonia solanacearum species complex"
"4742","OLVEU","RICASC",9,"Host","Ricania speculum"
"4743","OLVEU","HELYBU",9,"Host","Rotylenchus buxophilus"
"4744","OLVEU","SLRSV0",9,"Host","Stralarivirus fragariae"
"4745","OLVEU","ARGPLE",9,"Host","Thaumatotibia leucotreta"
"4746","OLVEU","THEBPI",9,"Host","Theba pisana"
"4747","OLVEU","TYLESE",9,"Host","Tylenchulus semipenetrans"
"4748","OLVEU","XIPHCA",9,"Host","Xiphinema californicum"
"4749","OLVEU","XYLEFM",9,"Host","Xylella fastidiosa subsp. multiplex"
"4750","OLVEU","XYLSCO",9,"Host","Xylosandrus compactus"
"4751","OLVEU","ZAPRIN",9,"Host","Zaprionus indianus"
"4752","OLVEU","DACUOL",1,"Major host","Bactrocera oleae"
"4753","OLVEU","POCZSH",1,"Major host","Pochazia shantungensis"
"4754","OLVEU","PSDMSA",1,"Major host","Pseudomonas savastanoi pv. savastanoi"
"4755","OLVEU","XYLEFA",1,"Major host","Xylella fastidiosa"
"4756","OLVEU","XYLEFP",1,"Major host","Xylella fastidiosa subsp. pauca"
"4757","RUMAN","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"4758","RUMAN","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"4759","RUMAN","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"4760","RUMAN","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"4761","RUMAN","MARGCA",6,"Wild/Weed","Margarodes capensis"
"4762","RUMAN","MARGVI",6,"Wild/Weed","Margarodes vitis"
"4763","PEBBO","ANOLCN",9,"Host","Anoplophora chinensis (as Persea)"
"4764","PEBBO","EUWAKU",9,"Host","Euwallacea kuroshio (as Persea)"
"4765","PEBBO","HEMELE",9,"Host","Orgyia leucostigma"
"4766","PEBBO","PARYMI",9,"Host","Paraleyrodes minei"
"4767","PEBBO","PTACLO",9,"Host","Paratachardina silvestri"
"4768","PEBBO","PSEYPE",9,"Host","Pseudacysta perseae"
"4769","PEBBO","XYLBGR",9,"Host","Xyleborus glabratus"
"4770","PEBBO","XYLSCO",9,"Host","Xylosandrus compactus"
"4771","PEBBO","RAFFLA",1,"Major host","Harringtonia lauricola"
"4772","POPBS","ERSHMU",11,"Doubtful host","Garella musculana (as Populus)"
"4773","POPBS","AGRLFL",9,"Host","Agrilus fleischeri (as Populus)"
"4774","POPBS","AONDCI",9,"Host","Aonidiella citrina (as Populus)"
"4775","POPBS","APRICI",9,"Host","Apriona cinerea (as Populus)"
"4776","POPBS","APRIGE",9,"Host","Apriona germari (as Populus)"
"4777","POPBS","APRIJA",9,"Host","Apriona rugicollis (as Populus)"
"4778","POPBS","ARRHMI",9,"Host","Arrhenodes minutus (as Populus)"
"4779","POPBS","CERPCE",9,"Host","Ceroplastes ceriferus (as Populus)"
"4780","POPBS","EUPRCH",9,"Host","Euproctis chrysorrhoea (as Populus)"
"4781","POPBS","EUWAKU",9,"Host","Euwallacea kuroshio (as Populus)"
"4782","POPBS","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Populus)"
"4783","POPBS","MALADI",9,"Host","Malacosoma disstria (as Populus)"
"4784","POPBS","PLTPMU",9,"Host","Megaplatypus mutatus (as Populus)"
"4785","POPBS","MELMME",9,"Host","Melampsora medusae"
"4786","POPBS","MELMME",9,"Host","Melampsora medusae (as Populus)"
"4787","POPBS","MELMMD",9,"Host","Melampsora medusae f. sp. deltoidis"
"4788","POPBS","MELMMD",9,"Host","Melampsora medusae f. sp. deltoidis (as Populus)"
"4789","POPBS","CHEIBR",9,"Host","Operophtera brumata (as Populus)"
"4790","POPBS","POPMV0",9,"Host","Poplar mosaic virus (as Populus)"
"4791","POPBS","PSECCO",9,"Host","Pseudococcus comstocki (as Populus)"
"4792","POPBS","MYCOPP",9,"Host","Sphaerulina musiva (as Populus)"
"4793","POPBS","HESOCA",9,"Host","Trichoferus campestris (as Populus)"
"4794","POPBS","XANTPO",9,"Host","Xanthomonas populi (as Populus)"
"4795","POPBS","XYLBGE",9,"Host","Xylosandrus germanus (as Populus)"
"4796","POPBS","ANOLCN",1,"Major host","Anoplophora chinensis (as Populus)"
"4797","POPBS","ANOLGL",1,"Major host","Anoplophora glabripennis (as Populus)"
"4798","POPBS","HEMELE",1,"Major host","Orgyia leucostigma (as Populus)"
"4799","POPBS","XYLBCR",1,"Major host","Xylosandrus crassiusculus (as Populus)"
"4800","HJLV00",NA,9,"Host",NA
"4801","SAXGO","ANIDMA",9,"Host","Anisandrus maiche (as Salix)"
"4802","SAXGO","ANOLCN",9,"Host","Anoplophora chinensis (as Salix)"
"4803","SAXGO","APRICI",9,"Host","Apriona cinerea (as Salix)"
"4804","SAXGO","APRIGE",9,"Host","Apriona germari (as Salix)"
"4805","SAXGO","ERWISA",9,"Host","Brenneria salicis (as Salix)"
"4806","SAXGO","CERPCE",9,"Host","Ceroplastes ceriferus (as Salix)"
"4807","SAXGO","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"4808","SAXGO","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"4809","SAXGO","EUWAKU",9,"Host","Euwallacea kuroshio (as Salix)"
"4810","SAXGO","HOMLTR",9,"Host","Homalodisca vitripennis (as Salix)"
"4811","SAXGO","MALAAM",9,"Host","Malacosoma americanum (as Salix)"
"4812","SAXGO","MALAPA",9,"Host","Malacosoma parallela (as Salix)"
"4813","SAXGO","PLTPMU",9,"Host","Megaplatypus mutatus (as Salix)"
"4814","SAXGO","FUSAEW",9,"Host","Neocosmospora euwallaceae"
"4815","SAXGO","OLIGPA",9,"Host","Oligonychus perseae (as Salix)"
"4816","SAXGO","CHEIBR",9,"Host","Operophtera brumata (as Salix)"
"4817","SAXGO","PRABMY",9,"Host","Parabemisia myricae (as Salix)"
"4818","SAXGO","REPTPA",9,"Host","Reptalus panzeri (as Salix)"
"4819","SAXGO","SCITCI",9,"Host","Scirtothrips citri (as Salix)"
"4820","SAXGO","SCOLSH",9,"Host","Scolytus schevyrewi (as Salix)"
"4821","SAXGO","PRODPR",9,"Host","Spodoptera praefica (as Salix)"
"4822","SAXGO","HESOCA",9,"Host","Trichoferus campestris (as Salix)"
"4823","SAXGO","XYLBGE",9,"Host","Xylosandrus germanus (as Salix)"
"4824","SAXGO","ANOLGL",1,"Major host","Anoplophora glabripennis (as Salix)"
"4825","SAXGO","GRCPCF",1,"Major host","Graphocephala confluens (as Salix)"
"4826","SAXGO","HEMELE",1,"Major host","Orgyia leucostigma (as Salix)"
"4827","SAXGO","XYLBCR",1,"Major host","Xylosandrus crassiusculus (as Salix)"
"4828","MABAC","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"4829","MABAC","AGRLMA",9,"Host","Agrilus mali"
"4830","MABAC","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"4831","MABAC","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"4832","MABAC","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"4833","MABAC","ANOLCN",9,"Host","Anoplophora chinensis"
"4834","MABAC","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"4835","MABAC","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"4836","MABAC","APRIGE",9,"Host","Apriona germari"
"4837","MABAC","APRIGE",9,"Host","Apriona germari (as Malus)"
"4838","MABAC","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"4839","MABAC","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"4840","MABAC","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"4841","MABAC","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"4842","MABAC","QUADPE",9,"Host","Comstockaspis perniciosa"
"4843","MABAC","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"4844","MABAC","ERTNFU",9,"Host","Erthesina fullo"
"4845","MABAC","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"4846","MABAC","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"4847","MABAC","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"4848","MABAC","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"4849","MABAC","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"4850","MABAC","GYMNAS",9,"Host","Gymnosporangium asiaticum"
"4851","MABAC","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"4852","MABAC","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"4853","MABAC","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"4854","MABAC","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"4855","MABAC","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"4856","MABAC","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"4857","MABAC","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"4858","MABAC","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"4859","MABAC","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"4860","MABAC","PHYSSL",9,"Host","Phyllosticta solitaria (as Malus)"
"4861","MABAC","PSECCO",9,"Host","Pseudococcus comstocki (as Malus)"
"4862","MABAC","ANOLCN",1,"Major host","Anoplophora chinensis (as Malus)"
"4863","MABAC","PEZIAL",1,"Major host","Neofabraea vagabunda (as Malus)"
"4864","MABAC","NECTGA",1,"Major host","Neonectria ditissima (as Malus)"
"4865","MABAC","HEMELE",1,"Major host","Orgyia leucostigma (as Malus)"
"4866","MABAC","HESOCA",1,"Major host","Trichoferus campestris (as Malus)"
"4867","CASMA","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Senna)"
"4868","CASMA","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"4869","RHAHY","APHIGY",3,"Alternate","Aphis glycines (as Rhamnus)"
"4870","RHAHY","MARGVI",9,"Host","Margarodes vitis (as Rhamnaceae)"
"4871","TILPE",NA,9,"Host",NA
"4872","ERYCA","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"4873","ERYCA","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"4874","ERYCA","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"4875","ERYCA","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"4876","ERYCA","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"4877","ERYCA","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"4878","ERYCA","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"4879","ERYCA","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"4880","ERYCA","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"4881","ERYCA","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"4882","ERYCA","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"4883","ERYCA","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"4884","ERYCA","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"4885","ERYCA","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"4886","ERYCA","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"4887","ERYCA","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"4888","ERYCA","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"4889","ERYCA","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"4890","ERYCA","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
